Text,Date
"COVID-19 has gotten more contagious, so it’s more important than ever to get vaccinated. Vaccines are safe, and the best way to protect yourself and your loved ones. Go to http://vaccines.gov to find one near you.",2021-07-26T20:37:23.000Z
"Bob Moses was a hero of mine. His quiet confidence helped shape the civil rights movement, and he inspired generations of young people looking to make a difference. Michelle and I send our prayers to Janet and the rest of the Moses family.",2021-07-26T00:16:38.000Z
"I could not be prouder of the incredible athletes representing @TeamUSA at the Olympics. Their determination and hard work got them this far, and they’re ready to seize this moment. We'll be rooting for them all the way.",2021-07-23T23:30:53.000Z
"Since Bruce @springsteen and I first sat down to record our podcast Renegades: Born in the USA, folks have asked about the stories we told and the people and places that shaped us, and we’re excited for this new book to continue the conversation we started last summer.",2021-07-22T16:21:43.000Z
"Even when he was confined to the darkness of a jail cell, Madiba’s light shone brightly. Today, as we reflect on his legacy, I see Mandela’s spirit alive in our @ObamaFoundation leaders. I’m inspired by their service, and the work they’re doing to create the change we need now.",2021-07-18T16:51:54.000Z
,
"John Lewis and C.T. Vivian loved this country so much that they risked their lives so that it might live up to its promise. They gave all of themselves to the cause of freedom and justice, and inspired generations to follow their example. Now it’s up to us to continue the work.",2021-07-17T19:29:47.000Z
"For more than nine years, DREAMers have watched courts and politicians debate whether they’ll be allowed to stay in the only country many of them have ever known. It’s long past time for Congress to act and give them the protection and certainty they deserve.",2021-07-17T15:08:25.000Z
"Starting today, working families are getting monthly payments of up to $300 per child thanks to @POTUS' American Rescue Plan. This is an historic step that will help families make ends meet and lift millions of children out of poverty. http://ChildTaxCredit.gov",2021-07-15T15:20:06.000Z
"With so many folks getting together with family and friends, there’s a lot to celebrate this summer. Here’s a playlist of songs I’ve been listening to lately—it's a mix of old and new, household names and emerging artists, and a whole lot in between.",2021-07-10T13:13:06.000Z
"While we were still in the White House, I began sharing my summer favorites—and now, it’s become a little tradition that I look forward to sharing with you all. So here's this year's offering. Hope you enjoy them as much as I did.",2021-07-09T19:09:25.000Z
"Three Guinness World Records and now the national spelling bee champ! Congrats, Zaila—your hard work is paying off. We’re all proud of you.",2021-07-09T13:46:20.000Z
"Michelle and I sat down with some terrific young people from @KidsPress to talk about We The People, our latest @Netflix series through Higher Ground. We're hoping these songs teach the next generation about how our government works and what it means to be an active citizen.",2021-07-09T00:01:05.000Z
"If you want to make sure that insiders can’t drown out the voices of ordinary folks, I hope you'll check out @AllOnTheLine's Redistricting U. It's a training designed to help you engage with the map-drawing process in your state. Sign up today: http://bit.ly/RedistrictingU",2021-07-07T20:00:50.000Z
It's more urgent than ever for Congress to pass robust new voting rights legislation—now.,2021-07-05T15:45:05.000Z
"In the wake of the SCOTUS ruling further weakening the Voting Rights Act, take a look at how one Republican in Michigan was subjected to harsh attacks from within his own party for simply acknowledging the validity of the election results in his state.",2021-07-05T15:45:05.000Z
"Happy Fourth of July, and Happy Birthday, Malia! It’s been such a joy to watch you begin to make your own way in the world with poise, grace, and humor. I miss the days when you thought the fireworks were for you.",2021-07-04T13:01:21.000Z
"Libraries are citadels of knowledge and empathy—and they’ve played an extraordinarily important role in my life. I spoke with @SmithsonianSec Bunch about our shared love of books, A Promised Land, and the role storytelling plays in shaping our history.",2021-06-29T18:01:26.000Z
"Our progress on the journey to equality sometimes feels like two steps forward, one step back. But when marriage equality became the law of the land six years ago, justice arrived like a thunderbolt.",2021-06-26T17:03:02.000Z
"As a dad of two daughters, this movie really hit home for me. I'm glad to see it has resonated with so many people.",2021-06-26T16:03:06.000Z
"Congratulations to the @CripCampFilm team on their @PeabodyAwards! I could not be prouder of the disability rights activists who inspired this film, the directors who brought their story to life, and our team at Higher Ground for their hard work.",2021-06-25T18:00:14.000Z
"By telling her story, Natoma Canfield helped us pass the Affordable Care Act. She was an inspiration to me and so many others, which is why her letter still hangs in my office. Michelle and I send our condolences to Natoma’s family.",2021-06-23T14:00:16.000Z
"The Senate is preparing to take action on a bill that would strengthen our democracy, but Republican Senators are afraid to even debate it. This week, @EricHolder and I had a chance to talk with folks across the country about what’s at stake – and how we can make a difference.",2021-06-22T21:04:36.000Z
"I’m really proud of young men like James and Lazarus who, despite the obstacles they have faced, are raising their daughters with tremendous love and care. To all the dads out there—Happy Father’s Day.",2021-06-20T15:02:23.000Z
"Now that Juneteenth is a federal holiday, take a minute to learn about Opal Lee—the woman who did more than anyone to make it happen. Let’s follow her lead and try to leave our grandkids a better world than the one we came up in.",2021-06-19T15:01:38.000Z
,
"And because he extended the special enrollment period until August 15th, anyone who needs coverage can go to http://HealthCare.gov and sign up.",2021-06-17T17:29:44.000Z
"Now we need to build on the Affordable Care Act and continue to strengthen and expand it. That’s what @POTUS Biden has done through the American Rescue Plan, giving more families the peace of mind they deserve.",2021-06-17T17:29:44.000Z
"The principle of universal coverage has been established, and 31 million people now have access to care through the law we passed—with millions more who can no longer be denied coverage or charged more because of a preexisting condition.",2021-06-17T17:29:43.000Z
"Today, the Supreme Court upheld the Affordable Care Act. Again. This ruling reaffirms what we have long known to be true: the Affordable Care Act is here to stay.",2021-06-17T17:29:43.000Z
"On the ninth anniversary of DACA, I’m thinking about all the brave DREAMers who have stepped forward to tell their stories. They have fueled a movement that is still working to guarantee the permanent protections they deserve. I will always be inspired by their fight.",2021-06-15T19:35:48.000Z
"Happy birthday, Sasha! You’ve grown so much, and it’s been a joy to watch you become the person we always hoped you’d be. Your mom and I can’t wait to see where life takes you next.",2021-06-10T15:55:42.000Z
"It's always great catching up with @POTUS, and I'm grateful for everything he and his administration have done to protect and expand the Affordable Care Act. Let's keep working until every American has access to quality, affordable health care.",2021-06-05T17:15:21.000Z
"On National Gun Violence Awareness Day, we #wearorange to honor those we’ve lost. As we begin to emerge from the pandemic, let’s not forget the other epidemic killing far too many Americans—and keep working to pass commonsense gun safety laws that will protect our communities.",2021-06-04T16:01:05.000Z
"Coaches like Ernest Radcliffe are changing lives every single day. They understand how sports can help us build relationships, communicate better, and learn how to get back up when life knocks us down.

Thanks for letting me stop by practice, Coach!",2021-06-03T16:10:11.000Z
"Yesterday, I sat down with some of the Obama Presidential Center’s neighbors—local business owners who help hold the South Side of Chicago together. We talked about how the @ObamaFoundation can catalyze more inclusive economic development and their hopes for the future.",2021-06-02T19:28:20.000Z
Michelle and I are excited to share our latest show from Higher Ground: We The People. Some of our favorite artists got together with amazing animators to remix civics—and the result is a lot better than what we had in school. Check it out on @Netflix this July 4.,2021-06-02T17:23:09.000Z
"It’s great to be back in my hometown and even better to spend some time with talented young people in Jackson Park. I’m proud of the Wolfpack for a terrific season, and for their leadership off the field as well. Thanks for letting me give a guest pep talk!",2021-06-02T00:00:22.000Z
".@brhodes has been a close advisor and a good friend for more than a decade. His new book, After the Fall, is a personal, timely look at how America has shaped the world we live in—for better and worse—and the importance of continuing to lead by example. It's a great read!",2021-06-01T18:00:36.000Z
"On the 100th anniversary of the Tulsa Race Massacre, we remember all those who were killed and the survivors who bravely continue to share their stories so that we never forget this painful part of our history. Take a moment to learn about what happened:",2021-05-31T17:06:41.000Z
"This Memorial Day, let’s remember the men and women who sacrificed everything for the people they served with and the country they loved. We owe them all an enormous debt of gratitude.",2021-05-31T13:02:02.000Z
.@MarcusRashford is way ahead of where I was at 23—and not just because he’s a better athlete. It was great talking with him about everything from our shared love of reading to how we can lift up the next generation of leaders.,2021-05-28T18:30:26.000Z
"At today’s @MBK_Alliance Leadership Forum, we’re talking about the amazing levels of activism we’ve seen since George Floyd was killed—and the need to reimagine policing and public safety. Join us live. 

https://twitter.com/i/broadcasts/1vOxwEaMZWoGB…",2021-05-26T19:33:30.000Z
"The COVID-19 vaccines are a miracle of modern science, and getting one is the best way to protect yourself and your family. If you haven’t already, schedule an appointment near you at http://vaccines.gov.",2021-05-26T15:31:44.000Z
"At a time when so much of the debate around vaccinations and other public health measures has been politicized, this article offers a useful reminder of the role of modern science in fundamentally transforming all of our lives.",2021-05-26T15:31:44.000Z
,
"Today, more people in more places are seeing the world more clearly than they did a year ago. It’s a tribute to all those who decided that this time would be different—and that they, in their own ways, would help make it different.",2021-05-25T15:00:07.000Z
"George Floyd was murdered one year ago today. Since then, hundreds more Americans have died in encounters with police—parents, sons, daughters, friends taken from us far too soon. But the last year has also given us reasons to hope.",2021-05-25T15:00:07.000Z
"On Wednesday, I’ll join activists, community leaders, and young people from the @MBK_Alliance for a conversation about transforming tragedy into meaningful reform in the year since George Floyd's murder.

Find out how you can join us live: http://Obama.org/mbka/leadershieadership-forum…",2021-05-24T20:05:04.000Z
"I recently spoke with a group of HBCU students who are helping folks in their communities get vaccinated. They’re doing amazing work, and have some great advice about how to answer questions and build trust.",2021-05-24T17:17:02.000Z
Spending time with young folks always makes me hopeful about the future. I had a great time catching up with @ChiPubSchools South Shore students and talking about some of our plans for the Obama Presidential Center.,2021-05-21T20:14:42.000Z
"This month marks 60 years since the Freedom Riders bravely set out on two buses to challenge segregation in the South.
 
To mark this anniversary, the @ObamaFoundation spoke with three of those freedom riders. I hope you’ll listen to their story:",2021-05-17T17:00:09.000Z
"On International Nurses Day, let’s celebrate the nurses and medical professionals around the world who do so much for so many. And let’s thank them the best way we can: by getting the COVID-19 vaccine and encouraging our friends and family to do the same.",2021-05-12T18:30:47.000Z
"When @POTUS signed the American Rescue Plan, it led to the largest expansion of health care since the Affordable Care Act. Now close to 1 million people have signed up for health care since February. Make sure you're covered at http://HealthCare.gov.",2021-05-10T16:05:48.000Z
"Happy Mother’s Day to @MichelleObama and all the moms celebrating today. I hope you take a moment to thank the women who love you in that special way that mothers do, and remember those who are no longer with us.",2021-05-09T15:31:55.000Z
He was exactly what we needed and more than we ever expected. We will miss him dearly.,2021-05-08T19:01:41.000Z
"He tolerated all the fuss that came with being in the White House, had a big bark but no bite, loved to jump in the pool in the summer, was unflappable with children, lived for scraps around the dinner table, and had great hair.",2021-05-08T19:01:38.000Z
"Today our family lost a true friend and loyal companion. For more than a decade, Bo was a constant, gentle presence in our lives—happy to see us on our good days, our bad days, and everyday in between.",2021-05-08T19:01:36.000Z
"Zahrah’s story is a reminder that the Obama Presidential Center isn’t just about creating a place for people to visit. It’s about investing in the South Side, and giving Chicagoans an opportunity to build a brighter future.",2021-05-06T18:41:20.000Z
"Happy 90th birthday to Willie Mays! If it wasn't for folks like Willie and Jackie Robinson, I might never have made it to the White House. The spirit he played with and the way he carried himself changed the game and people’s attitudes. I’m glad he’s still going strong.",2021-05-06T15:18:51.000Z
It was because of them I was able to travel to New York City later that week and tell some of the people who had a loved one murdered by al Qaeda on September 11: America has never forgotten your loss. Watch my full conversation with Bill:,2021-04-30T13:00:21.000Z
"This week, Admiral Bill McRaven joined me to reflect on the operation against Osama bin Laden ten years ago. 

Looking back, I am grateful to Bill, his team, and the thousands of people across government, whose work made it possible for that mission to succeed.",2021-04-30T13:00:10.000Z
"Bernie Wong was a trailblazer who spent her life advocating for Asian Americans and immigrant communities in Chicago and across the U.S. Her legacy of community leadership inspired me and so many others, and her impact will be felt for generations to come.",2021-04-29T23:16:31.000Z
"During President @JoeBiden’s first 100 days, the economy has created more than 1 million jobs, more than 200 million shots have been administered, and we’re on our way to cutting child poverty in half. And as we saw last night, this is just the beginning.",2021-04-29T22:31:08.000Z
States have just learned how many seats they have in Congress for the next decade. This process is an important step in making sure our maps—and electoral process—better reflect our communities. Get involved in the fight for fair maps with @AllOnTheLine:,2021-04-26T21:55:27.000Z
,
"I love wandering into independent bookstores and discovering new voices and new authors. So on Independent Bookstore Day, I wanted to talk with some of the folks who help support authors and nourish our communities.",2021-04-24T16:01:32.000Z
No challenge poses a greater threat to our planet and to future generations than climate change. I’m proud that the @ObamaFoundation supports young people leading this fight and that the Obama Presidential Center reflects our commitment to sustainability.,2021-04-22T15:15:01.000Z
"Today, a jury did the right thing. But true justice requires much more. Michelle and I send our prayers to the Floyd family, and we stand with all those who are committed to guaranteeing every American the full measure of justice that George and so many others have been denied.",2021-04-20T21:55:41.000Z
"With all the enormous challenges facing the world, it’s worth taking the time to appreciate extraordinary human achievement and our relentless impulse toward discovery.",2021-04-20T15:40:26.000Z
"I want to share a new book, Power to the Public, that illustrates how nonprofits and governments can use technology to solve some of the most pressing issues of our time. It includes some good examples and is worth a read for anyone who cares about making change happen.",2021-04-20T14:01:02.000Z
"Walter Mondale championed progressive causes and changed the role of VP—so leaders like @JoeBiden could be the last ones in the room when decisions were made. In selecting Geraldine Ferraro, he also paved the way for @VP to make history. Michelle and I send prayers to his family.",2021-04-20T02:09:21.000Z
Charles and @Shaq agree: we can all help end this pandemic by getting the COVID-19 vaccine. It's the only way to keep everyone safe and help us get back to all the things we miss most—from seeing family and friends to watching sports in person.,2021-04-18T23:32:49.000Z
"After nearly two decades in Afghanistan, it’s time to recognize that we have accomplished all that we can militarily, and bring our remaining troops home. I support @POTUS’s bold leadership in building our nation at home and restoring our standing around the world.",2021-04-14T18:50:34.000Z
Michelle and I are thrilled to be one step closer to bringing the Obama Presidential Center to the South Side of Chicago. We hope it will help lift up the South Side and breathe new life into Jackson Park and the surrounding communities.,2021-04-14T14:30:02.000Z
You can find resources and ways to help here:,2021-04-13T14:33:03.000Z
"Our hearts are heavy over yet another shooting of a Black man, Daunte Wright, at the hands of police. It’s important to conduct a full and transparent investigation, but this is also a reminder of just how badly we need to reimagine policing and public safety in this country.",2021-04-13T14:33:03.000Z
"Through his extraordinary example, His Royal Highness Prince Philip proved that true partnership has room for both ambition and selflessness — all in service of something greater. Our thoughts are with Her Majesty the Queen, the Royal Family, and the British people.",2021-04-09T16:15:38.000Z
"The only way we’ll be able to beat this pandemic is if enough people get vaccinated. So join me, Michelle, and Americans everywhere in getting the COVID-19 vaccine as soon as it’s available to you—and encourage your friends and family to do the same. http://madetosave.org/act",2021-04-06T19:03:10.000Z
"Bruce @Springsteen and I close out our podcast, Renegades: Born in the USA, back where it all began: with a conversation about the story of America and how to restore faith in its promise. Listen to our final episode on Spotify. http://spotify.link/RenegadesEp8",2021-04-05T21:00:41.000Z
Read about other developments from communities working together to reimagine policing in our recent @MBK_Alliance report.,2021-04-05T15:16:12.000Z
More places are experimenting with programs that send civilian responders instead of police to help people experiencing mental health crises. It’s a promising development in law enforcement in the wake of this summer’s protests.,2021-04-05T15:16:12.000Z
"This Easter, I hope we can all take some time to reflect on the blessings we enjoy and the hope we have for a brighter future. From our family to yours, have a safe and happy Easter.",2021-04-04T14:31:35.000Z
"Congratulations to @MLB for taking a stand on behalf of voting rights for all citizens. There’s no better way for America’s pastime to honor the great Hank Aaron, who always led by example.",2021-04-03T13:00:07.000Z
"It’s always great catching up with @IsabelWilkerson, and this time we’re talking about A Promised Land and our mutual love of books with @BNBuzz. Take a look:",2021-03-30T19:47:28.000Z
,
"My family and I are mourning the loss of our beloved grandmother, Sarah Ogwel Onyango Obama, affectionately known to many as “Mama Sarah” but known to us as “Dani” or Granny. We will miss her dearly, but we’ll celebrate with gratitude her long and remarkable life.",2021-03-29T13:35:44.000Z
"As we build the Obama Presidential Center on the South Side of Chicago, we're focused on generating sustainable jobs for the local community. Our new workforce initiative will open doors to those often left out of the construction industry.",2021-03-26T15:00:06.000Z
"Let’s be clear: This is a deliberate attempt to undermine our democracy by making it harder to vote. That’s why passing the For the People Act is so important, and why every one of us needs to keep up the fight. Our future depends on it.",2021-03-24T22:16:37.000Z
"Now we need to keep it up. Because until every single American has access to quality, affordable health care, we have more work to do—and I’m grateful to President Biden for continuing to lead the fight.",2021-03-23T18:01:40.000Z
"The American Rescue Plan lowers premiums for millions of families, makes health insurance more affordable for low-and middle-income Americans, and provides incentives for states to expand Medicaid and cover as many as four million additional Americans.",2021-03-23T18:01:40.000Z
"And now, thanks to the hard work of President Biden, Senator Schumer, Speaker Pelosi, and Americans all across the country who have spent years fighting against repeal and pushing to improve the law, our starter home is starting to look pretty spacious.",2021-03-23T18:01:40.000Z
But I’ve always said that the ACA is like a starter home—it’s our job to keep tinkering with it and improving it over time.,2021-03-23T18:01:39.000Z
The Affordable Care Act has helped 20 million Americans get coverage—and up to 130 million Americans can no longer be denied coverage because of a preexisting condition. It has been a lifeline for Americans who've lost their jobs and their health insurance during the pandemic.,2021-03-23T18:01:39.000Z
"As part of the American Rescue Plan, @POTUS just signed the largest expansion of health care since the Affordable Care Act. It’s an example of how government is supposed to work, and exactly what I hoped would happen when I signed the ACA into law 11 years ago today.",2021-03-23T18:01:38.000Z
A once-in-a-century pandemic cannot be the only thing that slows mass shootings in this country. It’s time for leaders everywhere to listen to the American people when they say enough is enough.,2021-03-23T16:10:09.000Z
"Join me, @ProtectOurCare, and health care advocates from across the country to discuss 11 years of the Affordable Care Act and the work we still need to do to make sure all Americans have access to quality, affordable health care. Watch now: https://twitter.com/i/broadcasts/1DXxyREEoZRKM…",2021-03-22T17:15:04.000Z
"Bruce @Springsteen and I both had complicated relationships with our fathers. In our latest conversation on Renegades: Born in the USA, we discuss our upbringing, masculinity, and the role our fathers played in helping us become the men we are today. http://spoti.fi/RenegadesEpisode6…",2021-03-22T15:36:48.000Z
"11 years after the Affordable Care Act was passed, it’s getting even better. I’ll be having a conversation with @ProtectOurCare this Monday, March 22 at 1:15 PM ET and hope you’ll join:",2021-03-19T19:36:59.000Z
.@POTUS set a goal to deliver 100 million vaccine shots in 100 days. His administration hit the milestone in just 58. Let’s keep it going: Please get the vaccine as soon as it’s available to you. It’s the only way to beat this pandemic.,2021-03-19T17:01:07.000Z
"Like many of you, I’m thrilled that #MarchMadness is finally back. You can check out my picks here: http://obama.org/2021-ncaa/",2021-03-18T13:00:08.000Z
"Michelle and I pray for the victims, their families, everyone grieving these needless and devastating killings—and we urge meaningful action that will save lives.",2021-03-17T14:23:01.000Z
Yesterday's shootings are another tragic reminder that we have far more work to do to put in place commonsense gun safety laws and root out the pervasive patterns of hatred and violence in our society.,2021-03-17T14:23:01.000Z
"Even as we’ve battled the pandemic, we’ve continued to neglect the longer-lasting epidemic of gun violence in America. Although the shooter’s motive is not yet clear, the identity of the victims underscores an alarming rise in anti-Asian violence that must end.",2021-03-17T14:23:01.000Z
"Congrats to directors @NicoleNewnham, @JimLeBrecht, and everyone with @CripCampFilm on the Oscar nomination! The heart, passion, and brilliance of those who led the disability rights movement is something to celebrate. Michelle and I hope you'll watch their story on Netflix.",2021-03-15T21:08:12.000Z
,
"For the latest episode of our podcast, I talk to Bruce @Springsteen about my time as a community organizer and the influences that led to me pursuing a career in public service. Take a listen on Spotify: http://spoti.fi/RenegadesEpisode5…",2021-03-15T16:00:36.000Z
"When @POTUS was elected, he said help was on the way—and he delivered. The American Rescue Plan is landmark legislation that will ring through generations, lifting up families and beating back this pandemic. 
 
Here's how it will help people like you:",2021-03-12T20:30:49.000Z
"Michelle and I got vaccinated against COVID-19 because we know it’s the best way to beat this pandemic, protect one another, and get the country back up and running again. So I hope you’ll get the vaccine as soon as it’s available to you. It could save your life.",2021-03-11T14:00:08.000Z
"From my first cross-country road trip as a child to Bruce’s experience coming of age toward the end of the Vietnam War, @Springsteen and I each continue to reflect on moments from our upbringing that helped shape our view of America. Listen here: http://spoti.fi/RenegadesEpisode4…",2021-03-08T18:40:40.000Z
"Fifty-six years after Bloody Sunday, our march is not yet over. There are more steps to be taken, more bridges to be crossed. And that’s why the Obama Presidential Center is designed to honor the giants who carried us and inspire the next generation to lead us forward.",2021-03-07T16:02:00.000Z
This is the kind of progress that’s possible when we elect leaders across government who are devoted to making people’s lives better—and a reminder of why it’s so important to vote.,2021-03-06T19:50:03.000Z
"This landmark legislation will help families pay rent and put food on the table, lift millions of children out of poverty, make health care more affordable, aid small businesses, fund broad-based vaccination efforts, and make it easier for states to reopen schools.",2021-03-06T19:50:02.000Z
Elections matter—and we’re seeing why. Congratulations to the Biden Administration and to the American people on a COVID relief bill that will improve the lives of families across the country.,2021-03-06T19:50:01.000Z
.@BillGates' new book is an exceptionally clear and accessible primer on climate change. He's unblinking in the difficulty of meeting this challenge but maintains a cautious optimism that it can be met—and provides a framework for action that is both specific and workable.,2021-03-05T17:01:00.000Z
"And as we rightly celebrate what Democrats accomplished in the 2020 election, it’s always worth analyzing those successes in depth—and looking at where we came up short—as we look toward future cycles. This interview includes some ideas worth considering:",2021-03-04T21:00:44.000Z
The Biden administration’s commitment to democratic values at home and abroad couldn’t be more important—because democracy remains at risk around the world:,2021-03-04T21:00:44.000Z
"If you haven’t read Michelle’s memoir yet, I hope you do—especially if the young readers’ edition might resonate with you or someone you know. Becoming isn’t just a title—it’s a process we all go through, and Miche’s story brings that to life with real honesty and beauty.",2021-03-02T22:30:39.000Z
"Like so many others, Michelle and I benefited from Vernon Jordan's wise counsel and warm friendship—and deeply admired his tireless fight for civil rights. We hope the memory of his extraordinary presence and the legacy of his work bring comfort to Ann, Vickee, and his family.",2021-03-02T16:05:07.000Z
"Music has always been an important part of my life, and I think it’s safe to say that the same is true for @Springsteen. In this episode, we talked about the songs that’ve made a difference for us—and Bruce even brought out the guitar. Listen on @Spotify: https://open.spotify.com/episode/1CgZYkBrzM1y2TpypVMkUb?si=6c78c7e95b81450a…",2021-03-01T16:01:27.000Z
"To date, My Brother’s Keeper has touched thousands of lives, and these are just a few stories of the inspiring young men we’ve met. By joining the @MBK_Alliance, you can help us reach even more.",2021-02-27T18:18:12.000Z
Today marks seven years since we launched My Brother’s Keeper to reduce barriers and expand opportunity for boys and young men of color. And it remains true that the only way our country lives up to its ideals is if our young people can reach their fullest potential.,2021-02-27T18:18:12.000Z
"I first picked up Toni Morrison’s novels when I was entering college, and her voice fundamentally changed my perspective on the world. This Black History Month, I reflected on the impact that her writing has had on my life. http://yt.be/blackrenaissance…",2021-02-26T21:46:09.000Z
"It was great to hear from this impressive group of young leaders. If there's one thing we can bank on, it’s that young folks like these are our best hope for a more sustainable and just world.",2021-02-25T19:23:04.000Z
"In each of us, there's a story to be shared—a story that’s sacred and can bring us together. I had such a good time talking with the @WellReadBlkGirl Book Club about A Promised Land because just as they learned about my story, I had a chance to learn from theirs.",2021-02-24T19:30:58.000Z
,
"Sending my prayers to @TigerWoods and his family tonight—here’s to a speedy recovery for the GOAT of golf. If we’ve learned anything over the years, it’s to never count Tiger out.",2021-02-24T01:47:37.000Z
"Last year, I sat down with my good friend Bruce @Springsteen for a long and meaningful conversation that touched on so much of what we’re all dealing with these days. I’m excited to share it with you over the next few weeks: http://spoti.fi/Renegades",2021-02-22T17:38:03.000Z
"For decades, John Lewis not only gave all of himself to the cause of freedom and justice, but inspired generations that followed to try to live up to his example. On his birthday, we honor his memory, and work toward continuing his legacy by creating change in our communities.",2021-02-22T01:42:49.000Z
"I want to share this inspiring book about the events leading up to the 1960 election, from Dr. King's imprisonment to student activism in Atlanta to JFK's campaign. It's a story we can all learn from—a story of overlooked heroes and the power each of us has to create change.",2021-02-19T21:04:07.000Z
Congrats to @NASAJPL on landing @MarsPersevere today! Looking forward to seeing what this mission uncovers—and proud our administration invested in this effort eight years ago to help continue America’s rich tradition of exploration and discovery.,2021-02-18T22:53:52.000Z
"I felt inspired and hopeful after speaking with students in @TheTellingRoom’s Young Writers & Leaders program. I wrote #APromisedLand in part because I hoped to reach young people like those in this group—the unique voices of a new generation, energized and unafraid to dream big.",2021-02-18T19:02:40.000Z
"Michelle and I are thinking of everyone across the country braving the winter storms this week. Here’s an overview of how you can help—or, if you’re in Texas, where you can go to stay warm or get support.",2021-02-17T21:15:27.000Z
"Great news: Thanks to President Biden, starting today, you can go to http://HealthCare.gov to sign up for health insurance. If you’re uninsured or hoping to change plans, here’s a good article that can help you figure out if you’re eligible.",2021-02-15T21:13:15.000Z
Happy Valentine’s Day to the three who never fail to make me smile. Your dazzling light makes everything brighter.,2021-02-14T14:01:17.000Z
"During our time in the White House, Michelle and I were proud to display artwork from artists like Alma Thomas and Charles Alston—whose work provoked thought, challenged our assumptions, and shaped how we define our narrative as a country.",2021-02-12T18:02:07.000Z
"There is a lot of disinformation out there, but here’s the truth: You should get a COVID vaccine as soon as it's available to you. It could save your life—or a loved one’s.",2021-02-09T16:30:46.000Z
"Climate change is a real threat to us all—but feeling helpless or overwhelmed isn’t going to solve it. As long as we stay hopeful and keep working with the urgency the challenge demands, we can make a difference.",2021-02-05T17:30:44.000Z
"I’m proud to announce that the Obama Presidential Center will officially break ground in 2021. Our hope is that the center will breathe new life into historic Jackson Park while delivering jobs, growth, and much more to the South Side.

Let’s get to work.",2021-02-03T20:31:05.000Z
"Black-owned independent bookstores play a critical role in communities all across our country. I wanted to show my support, so I dropped in to surprise the folks from @MahoganyBooks & the Very Smart Brothas Book Club. Take a look.",2021-02-02T13:41:59.000Z
"When Jackie Robinson faced down slurs, spiked cleats, and pitches aimed at his head—and stole home anyway—he didn't only change baseball. He changed the world and paved the way for others, including me. On his birthday, we’re called not only to honor that legacy but build on it.",2021-01-31T16:00:34.000Z
"In her extraordinary career, Cicely Tyson was one of the rare award-winning actors whose work on the screen was surpassed only by what she was able to accomplish off of it. She had a heart unlike any other—and for 96 years, she left a mark on the world that few will ever match.",2021-01-29T04:04:55.000Z
".@EkpeUdoh—I saw your tweet about A Promised Land and thought I’d respond. For me, the title of my book is about the work we need to do to realize the promise of becoming a more perfect union, even if we don’t get there in our lifetimes. Glad to see your book club is reading it!",2021-01-27T22:17:17.000Z
"Here’s an example of the incredible risks and burdens that our essential workers have been facing. And even as we move toward vaccinating our population, we all need to remain vigilant until we’ve beaten this pandemic.",2021-01-26T14:31:09.000Z
Hank Aaron was one of the best baseball players we’ve ever seen and one of the strongest people I’ve ever met. Michelle and I send our thoughts and prayers to the Aaron family and everyone who was inspired by this unassuming man and his towering example.,2021-01-22T19:00:48.000Z
,
"Today was a good day.

And it was only possible because of you. Because you made calls. Because you marched. Because you wore your masks and voted like never before.

For four years, you defended our democracy with everything you had—and now, our country can enter a new day.",2021-01-21T03:16:38.000Z
"On a day for the history books, @TheAmandaGorman delivered a poem that more than met the moment. Young people like her are proof that ""there is always light, if only we're brave enough to see it; if only we're brave enough to be it.""",2021-01-20T20:50:59.000Z
"Congratulations to my friend, President @JoeBiden! This is your time.",2021-01-20T14:45:13.000Z
"On #MLKDay, we celebrate his life but we’re also called to live out his values through service of our own. Here are some ways you can get involved in your community: https://mobilize.us/nationaldayofservice/…",2021-01-18T14:33:46.000Z
"If anyone had a right to question whether our democracy was worth redeeming, it was Dr. Martin Luther King, Jr. Because in the face of billy clubs and lynchings, poll taxes and literacy tests, he never gave in to violence, never waved a traitorous flag or gave up on our country.",2021-01-18T14:33:46.000Z
"Happy birthday to my love, my partner, and my best friend. Every moment with you is a blessing. Love you, Miche.",2021-01-17T14:00:40.000Z
And here’s a look back at the response to last summer’s Black Lives Matter protests.,2021-01-08T18:17:01.000Z
And here’s one that is more anecdotal.,2021-01-08T18:17:00.000Z
"For those who are wondering why so much attention has been focused on the response of the Capitol Police to the Trump-inspired riots, here’s a data-driven article that provides some useful frame of reference. 

https://fivethirtyeight.com/features/the-polices-tepid-response-to-the-capitol-breach-wasnt-an-aberration/…",2021-01-08T18:17:00.000Z
Here’s my statement on today’s violence at the Capitol.,2021-01-07T00:56:00.000Z
"My friend John Lewis is surely smiling down on his beloved Georgia this morning, as people across the state carried forward the baton that he and so many others passed down to them.",2021-01-06T18:16:04.000Z
"Georgia voters—If you're in line before the polls close at 7 pm, stay there. You have the right to vote, no matter how long it takes. If you have questions, call the Georgia voter protection hotline at 1-888-730-5816. Let's bring this home.",2021-01-05T22:35:02.000Z
"Great to see you out there, Tyriek. First-time voters are making a difference today!",2021-01-05T22:16:29.000Z
"Thanks for voting, Emily—and thanks even more for committing to stay involved after today. Your state and your country need you!",2021-01-05T22:02:03.000Z
"If you have questions or run into any issues at your polling location, call the Georgia voter protection hotline at 1-888-730-5816.",2021-01-05T15:05:35.000Z
